rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
221575,4e13fa1318e6f6e22391c2cd6e51154552e40b7a,Why do Jewish men have to be circumcised? Because Jewish women won't touch anything that isn't 20% off.,why do jewish men have to be circumcised ? because jewish women won't touch anything that isn't 20 off .,20,"man, woman","woman, man","man, woman",222
235268,52e87c77d2c6e710c13df9dae0f7f2054a90f230,Why are Jewish Men Circumcised? Because Jewish women don't touch anything unless it's 20% off!,why are jewish men circumcised ? because jewish women don't touch anything unless it's 20 off !,17,"man, woman","woman, man","man, woman",222
245926,56b06629ee36c8dae3260ae5ad9f6a0055d2abdd,"Confused? Sometimes I like to dress up as a woman, and then pretend that I am a man.","confused ? sometimes i like to dress up as a woman , and then pretend that i am a man .",21,"man, woman","woman, man","man, woman",222
249570,57f6ccd46c8505de8fbffeffc58c36dc1acc5c5f,"I named my penis ""Secret"" Strong enough for a man, but made for a woman","i named my penis "" secret "" strong enough for a man , but made for a woman",18,"man, woman","woman, man","man, woman",222
249902,58120e68bbffcbc21473afa80d3e313d869d3bd3,"Whenever a woman says ""how are you different from other men?"" I normally respond with ""I'm fucking hilarious."" @MaleHonesty86","whenever a woman says "" how are you different from other men ? "" i normally respond with "" i'm fucking hilarious . """,24,"man, woman","woman, man","man, woman",222
250643,5855365d99df750abfa109e318a8dc2abed84149,Why do Jewish men get circumcised? Because Jewish women won't touch anything thats not 25% off,why do jewish men get circumcised ? because jewish women won't touch anything thats not 25 off,17,"man, woman","woman, man","man, woman",222
250862,5867fb850286c4607a2c5c3b34f4dabca24e2501,"If women think all men are the same, then why do they worry so much about picking the right one.","if women think all men are the same , then why do they worry so much about picking the right one .",22,"man, woman","woman, man","man, woman",222
254773,59c97732fc96f00fd8e9a7a9870a8000794aada3,I hate when women state that men can't multitask And then I stop what I'm doing so I can get angry,i hate when women state that men can't multitask and then i stop what i'm doing so i can get angry,21,"man, woman","woman, man","man, woman",222
255359,59f9ff4ca6b51b4cb55b7961f26fe1cf539a7b2b,Man vs women,man vs women,3,"man, woman","woman, man","man, woman",222
259609,5b81bc644f6a2c7e67c2988211320493156f8218,Why are Jewish men circumcised? Because Jewish women won't touch anything that isn't at least 10% off,why are jewish men circumcised ? because jewish women won't touch anything that isn't at least 10 off,18,"man, woman","woman, man","man, woman",222
269315,5f03366dffb288b077f4f8e81f1c6e2c0099e924,"If a man speaks, And there is no woman there to hear him, is he still wrong?","if a man speaks , and there is no woman there to hear him , is he still wrong ?",20,"man, woman","woman, man","man, woman",222
269906,5f37595812d7354129e9d615861f65adaaadf6e0,Behind every great man is a great woman. Way behind. Because men are faster.,behind every great man is a great woman . way behind . because men are faster .,17,"man, woman","man, woman","man, woman",222
277393,61c9dc5afdb2dbeb35ae030b697ea315a7960889,Men get frustrated because they don't understand how women think. Women get frustrated because they understand how men think.,men get frustrated because they don't understand how women think . women get frustrated because they understand how men think .,21,"man, woman","woman, man","man, woman",222
280381,62cda1d804b90a751e621fa3b42d717c6dcb06cf,Why are all Jewish men circumcized? Because Jewish women won't touch anything that isn't 10% off.,why are all jewish men circumcized ? because jewish women won't touch anything that isn't 10 off .,18,"man, woman","woman, man","man, woman",222
282600,63941458a8fdcadd35a674515946d65531d414d6,Men who don't understand why their woman is mad at them need to realize the woman doesn't know why either.,men who don't understand why their woman is mad at them need to realize the woman doesn't know why either .,21,"woman, man","woman, man","man, woman",222
283178,63c8e20cd5d30a53660614afc7228fe379c4b972,"Once upon a time, there was a man so lazy he married a pregnant woman","once upon a time , there was a man so lazy he married a pregnant woman",16,"man, woman","woman, man","man, woman",222
290330,6659c59e33cee390613391484eedf77d363da1d9,"Why are Chinese women sexually unsatisfied ? Just like everything chinese, their men don't last long.","why are chinese women sexually unsatisfied ? just like everything chinese , their men don't last long .",18,"man, woman","woman, man","man, woman",222
291881,66e5c67e6faae375162cab77ea3e0d2c6ccc1851,If women lactate... Then men...,if women lactate ...  then men ...,7,"man, woman","woman, man","man, woman",222
298381,693cd5b1df8db282f43e7c2d60abe4c2bd5c5690,"Never trust a man that says, trust me. and never trust a woman that says it's fine.","never trust a man that says , trust me . and never trust a woman that says it's fine .",20,"man, woman","woman, man","man, woman",222
300499,69fd0b0053345774f92dfaee64db9eceb2c000c4,I've noticed lately that women prefer men at least 6' away.,i've noticed lately that women prefer men at least 6'away .,11,"man, woman","woman, man","man, woman",222
302135,6a8edcec8b8d4476095780f6728b133a1764d934,Why are Jewish men circumcised? Because what Jewish woman could resist anything that's 20% off?,why are jewish men circumcised ? because what jewish woman could resist anything that's 20 off ?,17,"man, woman","woman, man","man, woman",222
311325,6dbdd31c98bd9e46851dcd4e2923c9dd4f85170f,Why are Jewish men circumcised? Cause Jewish women won't take anything unless its 10% off.,why are jewish men circumcised ? cause jewish women won't take anything unless its 10 off .,17,"man, woman","woman, man","man, woman",222
314529,6edb5d43aa2b466b3557e1f9eb0f834a52146474,"A married man and a woman are about to hook up. He says to her, ""You can't tell anyone."" She says, ""I know. It's because, you are married."" ""No, it's because you are ugly.""","a married man and a woman are about to hook up . he says to her , "" you can't tell anyone . "" she says , "" i know . it's because , you are married . "" "" no , it's because you are ugly . """,49,"man, woman","woman, man","man, woman",222
315859,6f55320285c5886329a298795f627e597a0b665c,Women can be sexist too It's just that men are better at it like everything else.,women can be sexist too it's just that men are better at it like everything else .,17,"man, woman","woman, man","man, woman",222
318429,7034c58c94369afc60a15b000db5be4f1c148292,What does a 6'0 man and 5'10 women have in common? They're both actually 5'11,what does a 6'0 man and 5'10 women have in common ? they're both actually 5'11,16,"man, woman","woman, man","man, woman",222
326025,72dcca2d3dcf986df43a253ec951203384c60df5,Why do jewish men get circumcised? Because a jewish woman wouldn't touch anything unless it's 20% off.,why do jewish men get circumcised ? because a jewish woman wouldn't touch anything unless it's 20 off .,19,"man, woman","woman, man","man, woman",222
327071,7335184b01ba592a3ae7e6e4b5eebaf471a18d09,Why are Jewish men circumcised? Because Jewish women won't touch anything that isn't 10% off.,why are jewish men circumcised ? because jewish women won't touch anything that isn't 10 off .,17,"man, woman","woman, man","man, woman",222
327601,73646e564b9c75cd30b631bfccedae3f9584f06e,Why do women fake orgasming? Because they think men care!,why do women fake orgasming ? because they think men care !,12,"man, woman","woman, man","man, woman",222
330887,748a1c92966e3592acd16bfe44941d71c4857691,A woman can do anything a man can... ... except remaining silent.,a woman can do anything a man can ...  except remaining silent .,13,"man, woman","woman, man","man, woman",222
332630,75283ae7e0baa0d8c1ba9cdaf2f3963fe327fb33,Why is it hard for men to understand women? Because you have to study abroad to understand them.,why is it hard for men to understand women ? because you have to study abroad to understand them .,20,"man, woman","woman, man","man, woman",222
334720,75e38d16bd8651cd0ec932aa00210efbd95096a3,Why are Jewish men circumcised? Because Jewish women won't touch anything unless it's 10% off,why are jewish men circumcised ? because jewish women won't touch anything unless it's 10 off,16,"man, woman","woman, man","man, woman",222
335401,76238049a1dab1095a551bf96ecec3c6e2e5508b,Why are Jewish men circumcised? Jewish women won't touch anything that isn't 10% off.,why are jewish men circumcised ? jewish women won't touch anything that isn't 10 off .,16,"man, woman","woman, man","man, woman",222
337320,76d56b22e169fb2880e49c1d512015bf7a37682a,Why do jewish women prefer circumcised men? they'll take anything that's 30% off,why do jewish women prefer circumcised men ? they'll take anything that's 30 off,14,"man, woman","woman, man","man, woman",222
343676,790f474484e63d71cbd5e662e29c99a6e846d950,What makes men cheat on women? Women!,what makes men cheat on women ? women !,9,"woman, man","woman, man","man, woman",222
347272,7a47cd31cb372a663fe4cd7084c4b8f16e792f72,Behind every woman is a man Who is happy she agreed to anal,behind every woman is a man who is happy she agreed to anal,13,"man, woman","woman, man","man, woman",222
350295,7b54c5f33fb06373d9b7d4f894309dac38e0dd4d,What should you give a man who has everything? A woman to show him how to work it.,what should you give a man who has everything ? a woman to show him how to work it .,20,"man, woman","woman, man","man, woman",222
350557,7b6cc3254e9bafdbcdb55d4eb5aa18dd920794f4,What do women like about good men who are dedicated and committed? Nothing. They just wish they can find someone like them,what do women like about good men who are dedicated and committed ? nothing . they just wish they can find someone like them,24,"man, woman","woman, man","man, woman",222
350703,7b787058112522f6ee2742efc25a1438155e3e5e,"Men to women, you know men came first. Women, yes and you all been doing it ever since","men to women , you know men came first . women , yes and you all been doing it ever since",21,"man, woman","woman, man","man, woman",222
354586,7cd88d3ff3b6428e70d760aae8326aa9cffd0a21,Men Aren't overly sensitive. And women are.....,men aren't overly sensitive . and women are ...,9,"man, woman","woman, man","man, woman",222
355210,7d0eab0916236f23fa2b8cd2e534347c7d924b7a,I feel sorry for men who don't know how to value women. One look at a woman and I KNOW how much she will cost me.,i feel sorry for men who don't know how to value women . one look at a woman and i know how much she will cost me .,28,"woman, man","woman, man","man, woman",222
357570,7de31863ebe6afdf1c0ae839f5758220092f7dbe,Once upon a time there was a Chinese man and a Chinese woman Look how many there are now,once upon a time there was a chinese man and a chinese woman look how many there are now,19,"man, woman","woman, man","man, woman",222
358462,7e34c1a3e271168c00606c42a0a6e003ed4abfdc,What do you call a woman who thinks she can do anything a man can do? Wrong.,what do you call a woman who thinks she can do anything a man can do ? wrong .,19,"man, woman","woman, man","man, woman",222
363048,7fc8048dfe23d432dd739d4b2eacd77c35ec56e2,There is one thing women can never take away from men. We die sooner.,there is one thing women can never take away from men . we die sooner .,16,"man, woman","woman, man","man, woman",222
365851,80c70e8cca917ac5d1168da5da56d5c651c3be78,"A wise man once said... ""If you make a woman laugh, you've half-undressed her."" However, if you half-undress and she laughs, that's a different thing altogether.","a wise man once said ...  "" if you make a woman laugh , you've half-undressed her . "" however , if you half-undress and she laughs , that's a different thing altogether .",34,"man, woman","woman, man","man, woman",222
371289,82ab971130fb5abcf61ea15c5152822f8506c52d,The good thing about women who like F1 is that they like men who finish fast,the good thing about women who like f1 is that they like men who finish fast,16,"man, woman","woman, man","man, woman",222
372087,82f4c76d08cc472d82a2e87a4978c8bd147144f4,it's never okay to hit a woman ! wipe her make up and fight her man to man,it's never okay to hit a woman ! wipe her make up and fight her man to man,18,"man, woman","man, woman","man, woman",222
373980,83a185c60a6a7af43af8e323b518813f19eeba30,A man to woman transsexual is a bona fide woman A woman to man transsexual is a bonerfied woman,a man to woman transsexual is a bona fide woman a woman to man transsexual is a bonerfied woman,19,"woman, man","woman, man","man, woman",222
374503,83d0ac01d41875a7086eaef618a169fa7c5675bf,Why do Jewish men get circumcised Because a Jewish woman won't take anything more than 10% off,why do jewish men get circumcised because a jewish woman won't take anything more than 10 off,17,"man, woman","woman, man","man, woman",222
380407,85e53ef2caf1265f35bca0200547cc8baf041749,Why do Jewish men get circumcised? Because Jewish women won't touch anything that is not a least 10% off.,why do jewish men get circumcised ? because jewish women won't touch anything that is not a least 10 off .,21,"man, woman","woman, man","man, woman",222
385020,87893a8f58acd9d028ee6f1ff7d05eb833899e43,Why do Jewish men get circumcised? Because their women don't want it unless it's 10% off,why do jewish men get circumcised ? because their women don't want it unless it's 10 off,17,"man, woman","woman, man","man, woman",222
389554,8928e1fd3062dd1ea162f29e5f20fff4b827a883,Behind every successful woman is a Man who let her down.,behind every successful woman is a man who let her down .,12,"man, woman","woman, man","man, woman",222
392063,8a044dc69c615e892cfdca0027b7e90bc993008c,Why do Jewish men get circumcised? Because Jewish women only want things that are 20% off.,why do jewish men get circumcised ? because jewish women only want things that are 20 off .,18,"man, woman","woman, man","man, woman",222
392753,8a450b90122508865fe462af8c80d501ffba6d86,"Did you hear about the man who got raped? No you didn't, because people don't talk about men getting raped by women!","did you hear about the man who got raped ? no you didn't , because people don't talk about men getting raped by women !",25,"man, woman","man, woman","man, woman",222
395827,8b5d08fcb3f3b1a5e7c984aec6ce6f69785cd2e5,"They say when a man meets the right woman, he is complete. When a man meets the wrong woman is finished. When the right woman meets the wrong woman with the man, he is completely finished.","they say when a man meets the right woman , he is complete . when a man meets the wrong woman is finished . when the right woman meets the wrong woman with the man , he is completely finished .",41,"woman, man","woman, man","man, woman",222
396045,8b704844482ee0d366474d60a43d0110f9cc22f7,A woman always worries about the things that men forget and men always worry about the things women remember.,a woman always worries about the things that men forget and men always worry about the things women remember .,20,"man, woman","woman, man","man, woman",222
411781,911ebdf528f285fa2952c2e5e9300ae4285bca48,I like my women like my men - androgynous,i like my women like my men - androgynous,9,"man, woman","woman, man","man, woman",222
413122,9196838b073dd2d009c7bf0eccb5667927d790e2,Why do Jewish men always get circumcised? Because Jewish women won't touch anything that isn't 20% off.,why do jewish men always get circumcised ? because jewish women won't touch anything that isn't 20 off .,19,"man, woman","woman, man","man, woman",222
413276,91a5d1e7914149fa65bcffa8725177da35325196,Funny feminist joke women are equal to men,funny feminist joke women are equal to men,8,"man, woman","woman, man","man, woman",222
416128,92a23e62606abe59e19d66cc8285578b83b3c27c,"Time waits for no man, time is obviously a woman.","time waits for no man , time is obviously a woman .",12,"man, woman","woman, man","man, woman",222
417648,9322309972d85ca883be4dc4ef128925232c4563,Man: women always lie when they are wrong Woman: We are never wrong!!,man : women always lie when they are wrong woman : we are never wrong !,16,"woman, man","woman, man","man, woman",222
417730,9328a2e5a378eb6417f646c74a30ced09fe97951,Why are Jewish men circumcised? Because Jewish women refuse to touch anything that isn't at least 10% off,why are jewish men circumcised ? because jewish women refuse to touch anything that isn't at least 10 off,19,"man, woman","woman, man","man, woman",222
418149,934c2b61665ef5d900927895441e2a19925d2c64,I like my women like I like my men. That's the joke. I'm bi.,i like my women like i like my men . that's the joke . i'm bi .,17,"man, woman","woman, man","man, woman",222
421659,948e8caa0212d8860d3ab06c3d27efdccfad3aea,Why do Jewish men get circumcised? Jewish women won't touch anything that's not 10% off,why do jewish men get circumcised ? jewish women won't touch anything that's not 10 off,16,"man, woman","woman, man","man, woman",222
421809,949d4d2b9371e8b988824d212af49d494805e693,If women think all men are the same ...why do they take so long to choose one?,if women think all men are the same  ... why do they take so long to choose one ?,19,"man, woman","woman, man","man, woman",222
426736,965df490a1c70c33c89d792c6eb05c35a5e95b14,Why do Jewish men get circumcised? Because Jewish women won't touch anything unless it's 20% off,why do jewish men get circumcised ? because jewish women won't touch anything unless it's 20 off,17,"man, woman","woman, man","man, woman",222
427451,96a297a0e477fec76a9453d339a90327c6686ecf,Why do Jewish men get circumsized? Because Jewish women won't touch anything that isn't 10% off,why do jewish men get circumsized ? because jewish women won't touch anything that isn't 10 off,17,"man, woman","woman, man","man, woman",222
428399,96fa11a3278cf09ecc4ee6ab1c43b1764956765d,The worst thing a woman can ask a man is guess what today is.,the worst thing a woman can ask a man is guess what today is .,15,"man, woman","woman, man","man, woman",222
429937,97887bd47f13089888a0490ed196eb9604949536,"Don't worry, men. Women can't tell women to calm down either.","don't worry , men . women can't tell women to calm down either .",14,"woman, man","woman, man","man, woman",222
434411,991bfb01729465a1e88187cf4f452ada260331b1,Why are most Jewish men circumcised? Because Jewish women won't touch anything that's not 20% off.,why are most jewish men circumcised ? because jewish women won't touch anything that's not 20 off .,18,"man, woman","woman, man","man, woman",222
435149,995d80b9460c71ac040935c562fa880bfc45bf21,So you like men and women but are single — I guess you are Bi-yo'self,so you like men and women but are single i guess you are bi-yo'self,14,"man, woman","woman, man","man, woman",222
439514,9aee0b86ee1cb45f69db6fd847d39ea1b16ade0d,"A woman marries a man expecting he will change, but he doesn't. A man marries a woman expecting that she won't change, and she does.","a woman marries a man expecting he will change , but he doesn't . a man marries a woman expecting that she won't change , and she does .",29,"man, woman","woman, man","man, woman",222
447185,9da9a39104c74b8fd7bca6ee407af394475a82f0,"A man sees a pregnant woman laughing He asks the woman, she replies ""Nothing, it's an inside joke!""","a man sees a pregnant woman laughing he asks the woman , she replies "" nothing , it's an inside joke ! """,23,"woman, man","woman, man","man, woman",222
452874,9f9d2a0702bb7e7c26935f87243a8deb4a101b9f,"So you like men and women, but you're still single... I guess you're just Bi-yourself","so you like men and women , but you're still single ...  i guess you're just bi-yourself",17,"man, woman","woman, man","man, woman",222
453611,9fd8e511e52764c5a267987d2c9d3b44f5c13496,Finished or complete? When a man finds the right woman he is complete. When a man finds the wrong woman he is finished. When the right woman catches the man with the wrong woman he is completely finished.,finished or complete ? when a man finds the right woman he is complete . when a man finds the wrong woman he is finished . when the right woman catches the man with the wrong woman he is completely finished .,42,"woman, man","woman, man","man, woman",222
455622,a08e9f984ecd8808dfcd4adc225565ebad22d6fc,Guys would rather date a bi woman than a bi man... I this this is pretty much biased.,guys would rather date a bi woman than a bi man ...  i this this is pretty much biased .,20,"man, woman","woman, man","man, woman",222
469535,a5812e92c136dbd7048babaa765649e8eb7790a4,I like my men how I like my women. That's it. That's the joke. I'm asexual.,i like my men how i like my women . that's it . that's the joke . i'm asexual .,20,"man, woman","woman, man","man, woman",222
469596,a5860b7bad2d1bead8aa806087f308a0b592eb7e,What do you call a Transgender woman An ex-man,what do you call a transgender woman an ex-man,9,"man, woman","woman, man","man, woman",222
474885,a75ddf7349dd7cbc1af5070210391cd9c62307e8,I like my women the way I like my men Bisexual,i like my women the way i like my men bisexual,11,"man, woman","woman, man","man, woman",222
478477,a8a3cd10f24256b28fdc38a2cf473d14971a2324,"A woman marries a man..... A woman marries a man expecting he will change, but he doesn't. A man marries a woman expecting that she won't change, and she does.","a woman marries a man ...  a woman marries a man expecting he will change , but he doesn't . a man marries a woman expecting that she won't change , and she does .",35,"man, woman","woman, man","man, woman",222
481436,a9aecae4ce9142581b26bc5e317e0cb3a57ff66e,"Men live better than women. First of all, they get married later and secondly, they die earlier.","men live better than women . first of all , they get married later and secondly , they die earlier .",21,"man, woman","woman, man","man, woman",222
482679,aa1f6d7473a7529b307c1a37cd3a1f1ea59de417,Behind every successful man there is a woman Because women don't run behind unsuccessful men,behind every successful man there is a woman because women don't run behind unsuccessful men,15,"man, woman","woman, man","man, woman",222
485153,ab008d265f5634dddac74b52dbb5c77befd5e728,I don't understand men who obsess over women aged 21-25 The most attractive women are aged 18-20,i don't understand men who obsess over women aged 21-25 the most attractive women are aged 18-20,17,"woman, man","woman, man","man, woman",222
490679,acf53697d9d819f6e87a7b86c3d0a0d00f896f1a,Why do men get circumcised? Because women GRAB anything 20% off!!,why do men get circumcised ? because women grab anything 20 off !,13,"man, woman","woman, man","man, woman",222
491407,ad3610d1306e5d6bb0a03711d98313feaea4786a,Everyone should be gay. Women would get what they want and men would would get what they deserve.,everyone should be gay . women would get what they want and men would would get what they deserve .,20,"man, woman","woman, man","man, woman",222
495891,aec71d2d36b18731a7c000f84015312af8b299e7,What does a man and a woman have in common? a man EDIT: She cheated on me.,what does a man and a woman have in common ? a man edit : she cheated on me .,20,"man, woman","man, woman","man, woman",222
497339,af43c36262ecb8de2dbd8f306f51d0b26f0a6c8c,What do you call someone who wows a man? A woman!,what do you call someone who wows a man ? a woman !,13,"man, woman","woman, man","man, woman",222
499835,b029b877ab1e850e41ab155dcd8cffe0803e9a52,Why are all jewish men circumcised? ...because jewish women don't take anything without 10% off.,why are all jewish men circumcised ?  ... because jewish women don't take anything without 10 off .,18,"man, woman","woman, man","man, woman",222
507109,b2b347f4253681af2d7c8b0bb78cf9caaac8b04a,Do you know why women don't spit as much as men? Because they swallow.,do you know why women don't spit as much as men ? because they swallow .,16,"man, woman","woman, man","man, woman",222
510919,b415086ae576c0140f80fc31422b1f92ff925eaa,Why are Jewish men circumsised? Because Jewish women only touch things 20% off.,why are jewish men circumsised ? because jewish women only touch things 20 off .,15,"man, woman","woman, man","man, woman",222
511063,b420b7aee9c4d121c312754a657686472d39ecd8,"To the women who say ""Men are only interested in one thing"" Have you ever considered being more interesting?","to the women who say "" men are only interested in one thing "" have you ever considered being more interesting ?",22,"man, woman","woman, man","man, woman",222
515480,b5aefb7976b8798f7f94d6fb63fbfb55b6c8e93e,WOMEN Woo men.,women woo men .,4,"man, woman","woman, man","man, woman",222
523758,b89cf20415afe32e6804f6145a9c0da792d3d40a,What's behind every strong beautiful woman? Her man asking if she's done doing her make-up.,what's behind every strong beautiful woman ? her man asking if she's done doing her make-up .,17,"man, woman","woman, man","man, woman",222
527151,b9d5f3cd3abf9b9ac62fe6ca4325282277eeb5f4,Why are Jewish men circumcised ? Because a Jewish woman won't touch anything unless it's 50% off.,why are jewish men circumcised ? because a jewish woman won't touch anything unless it's 50 off .,18,"man, woman","woman, man","man, woman",222
528688,ba5e51b1ae202b391caa2952eb702ac4e7cf328f,Q: What do you call a woman who marries an old ugly and poor man? A: Stupid!,q : what do you call a woman who marries an old ugly and poor man ? a : stupid !,21,"man, woman","woman, man","man, woman",222
529281,ba91fecf9448d7981a66e9349cd1370e7c1b35fb,Why are Jewish men circumcised? Because Jewish women won't touch anything that isn't 10% off,why are jewish men circumcised ? because jewish women won't touch anything that isn't 10 off,16,"man, woman","woman, man","man, woman",222
535480,bcc438d5aeea45e095dddd67aaaf4d32034940e9,Why do Jewish men get circumcised ? Cause Jewish women won't touch anything that's not 10% off.,why do jewish men get circumcised ? cause jewish women won't touch anything that's not 10 off .,18,"man, woman","woman, man","man, woman",222
542304,bf21a79dd03b793d42e5ec84327b74580ad72dd5,Why do Jewish men get circumcised? Because Jewish women love anything 20% off.,why do jewish men get circumcised ? because jewish women love anything 20 off .,15,"man, woman","woman, man","man, woman",222
543610,bf954567d6f4fc67f872ff5a37aa1b986fcde805,"How many women can a man marry? 16: 4 better, 4 worse, 4 richer, 4 poorer.","how many women can a man marry ? 16 : 4 better , 4 worse , 4 richer , 4 poorer .",22,"man, woman","woman, man","man, woman",222
543851,bfa9eb28c3978b723ea173fb2845f0aa315b65b3,"Men Vs Women Women want many things from one Man Whereas, Men want one thing from many Women..!!","men vs women women want many things from one man whereas , men want one thing from many women ...  !",21,"man, woman","woman, man","man, woman",222
544693,bff855171777feed2e797ace245c77093c4aea97,"If women don't fool around, and men do fool around, who are the men fooling around with?","if women don't fool around , and men do fool around , who are the men fooling around with ?",20,"man, woman","man, woman","man, woman",222
548284,c1434eebdb3969aa91c1339698282cf0a21ab470,Why are men sexier than women? You can't spell sexy without xy,why are men sexier than women ? you can't spell sexy without xy,13,"man, woman","woman, man","man, woman",222
549041,c1869a041e01602405b98b9be5610b5a803fcc12,Why do women have to be beautiful and stupid? They're beautiful so men will like them But they're stupid so they'll like men,why do women have to be beautiful and stupid ? they're beautiful so men will like them but they're stupid so they'll like men,24,"man, woman","man, woman","man, woman",222
549173,c190fbd589a7eb501b35a703f6894b3d3277bb87,Why are all jewish men circumcised? Because Jewish women will not touch anything unless it is 10% off.,why are all jewish men circumcised ? because jewish women will not touch anything unless it is 10 off .,20,"man, woman","woman, man","man, woman",222
549861,c1d4005ec2817b59aea59e809383334f01319823,Why couldn't the woman date a German man? Because she was Klaustrophobic!,why couldn't the woman date a german man ? because she was klaustrophobic !,14,"man, woman","woman, man","man, woman",222
570713,c927f671c89ec166b0951c4b4338999b91b095c7,Why do Jewish men get curcumsised Because Jewish women won't have anything unless it's at least 25% off,why do jewish men get curcumsised because jewish women won't have anything unless it's at least 25 off,18,"man, woman","woman, man","man, woman",222
570965,c93e64ecf95c52fa33e3de2e67854f2dfe6860a0,Why do Jewish men circumcise? Because Jewish women can't resist anything with 10% off.,why do jewish men circumcise ? because jewish women can't resist anything with 10 off .,16,"man, woman","woman, man","man, woman",222
577939,cbb5f6d9d95b8dff0cdd0d86289e4cc81a331e89,Why do Jewish men have to be Circumcised? Because Jewish women won't touch anything unless its 20% off.,why do jewish men have to be circumcised ? because jewish women won't touch anything unless its 20 off .,20,"man, woman","woman, man","man, woman",222
581687,cd0401fb31c15b0edafaf6508585fa6a501c9b43,Shouldn't Iron man be a woman? After all he is a Fe-Male.,shouldn't iron man be a woman ? after all he is a fe-male .,14,"man, woman","woman, man","man, woman",222
584774,ce10eaa470a0f15ab08e63cb37507408904750ba,A man can be happy with any woman as long as he doesn't love her.,a man can be happy with any woman as long as he doesn't love her .,16,"man, woman","woman, man","man, woman",222
585249,ce3ad2991b055b251be14fe88977aad7d0042831,A woman left a man for because he was always counting — She doesn't know what he's up to now,a woman left a man for because he was always counting she doesn't know what he's up to now,19,"man, woman","woman, man","man, woman",222
587693,cf10e2f746f8aa1a9d9daf3bcbc7b27ff72947bd,I saw a homeless man and gave him 1$ Then I saw a homeless woman and gave her 0.78$,i saw a homeless man and gave him 1 then i saw a homeless woman and gave her 0 . 78,21,"man, woman","woman, man","man, woman",222
589361,cfa9f5848b45bdf24fca201db3969fecac350cab,What do you call an anemic woman? A man.,what do you call an anemic woman ? a man .,11,"man, woman","woman, man","man, woman",222
595637,d1d69ebf56ea7279859bffcd2fde2523536f94d9,Q. What should you give a man who has everything? A. A woman to show him how to work it.,q . what should you give a man who has everything ? a . a woman to show him how to work it .,24,"man, woman","woman, man","man, woman",222
597075,d25c568087f4bafef1f4a06bcba0123448788c0a,Ad spotted in the matrimonial — Invisible man seeking for a transparent woman to do things never seen before.,ad spotted in the matrimonial invisible man seeking for a transparent woman to do things never seen before .,19,"man, woman","woman, man","man, woman",222
600565,d39de3398bba599f6926bb48944db30e994e9b42,What do you call a man who irons A woman,what do you call a man who irons a woman,10,"man, woman","woman, man","man, woman",222
600989,d3c4f0c7b2a3b578637f4b94fb675105cd0dbd30,Some say that women can't do anything funny But they do men all the time,some say that women can't do anything funny but they do men all the time,15,"man, woman","woman, man","man, woman",222
609939,d6f92eb536eaa697d5898752db6de6cf40c04396,What did the homeless man say to the woman who asked if he wanted 20$? Yeah.,what did the homeless man say to the woman who asked if he wanted 20 ? yeah .,18,"man, woman","woman, man","man, woman",222
611320,d774e355c3f3e678b7f7e281e1e25d17c7395fb0,Why are all Jewish men circumcised ? Because Jewish women won't touch anything that isn't 10% off.,why are all jewish men circumcised ? because jewish women won't touch anything that isn't 10 off .,18,"man, woman","woman, man","man, woman",222
614053,d86c56e8f0407ea2cb8fee97b49e551500e6d79b,"Unfortunately, but sometimes a woman can't find herself a man. She doesn't like the drunken ones, and the sober ones doesn't like her.","unfortunately , but sometimes a woman can't find herself a man . she doesn't like the drunken ones , and the sober ones doesn't like her .",27,"man, woman","woman, man","man, woman",222
615178,d8cf307c37876649cee3350684def1af8f4ebc8a,Women don't know what they want. Men don't know what they have.,women don't know what they want . men don't know what they have .,14,"man, woman","woman, man","man, woman",222
620305,daa1127761961ffd90b727d644bb4ac63a7ffcfc,Q: Why are men sexier than women? A: You can't spell sexy without xy,q : why are men sexier than women ? a : you can't spell sexy without xy,17,"man, woman","woman, man","man, woman",222
626419,dcc3034a1a1cd0c20260d06d76a5bee573c3eeec,It's a good thing women live longer Because if they lived shorter they would claim it was men oppressing them,it's a good thing women live longer because if they lived shorter they would claim it was men oppressing them,20,"man, woman","woman, man","man, woman",222
627425,dd1d6af50323780eee84d9e07195689574cfbbc3,"The woman, a man needs A man needs a woman that is beautyful... a woman that is clever... a woman that is rich... He just needs to make sure that... ""Those 3 women, Never Meet!""","the woman , a man needs a man needs a woman that is beautyful ...  a woman that is clever ...  a woman that is rich ...  he just needs to make sure that ...  "" those 3 women , never meet ! """,44,"woman, man","woman, man","man, woman",222
628935,dda6000f2a2b1ac0a2e8f2eb6ed087de67223f87,Why are Jewish men circumcised... Because Jewish women won't take anything thats less than 20% off,why are jewish men circumcised ...  because jewish women won't take anything thats less than 20 off,17,"man, woman","woman, man","man, woman",222
634306,df899bfb7bbe1ad6c118318fd82d91bcbab2b1c3,"The worst thing a woman can ask a man is ""Guess what today is.""","the worst thing a woman can ask a man is "" guess what today is . """,17,"man, woman","woman, man","man, woman",222
635606,dfff5b96dcfce33e118a4984242a07a9f551201c,What's the shortest joke you know/can come up with? Here's mine: Women are more holy than men.,what's the shortest joke you know can come up with ? here's mine : women are more holy than men .,21,"man, woman","woman, man","man, woman",222
